"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"11 Mar 2017";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"BE SEMICONDUCTOR";"NL0000339760";"BESI";"Euronext Amsterdam";"EUR";"36,84";"37,585";"36,84";"37,205";"10/03/2017 17:35";"CET";"163478";"6094183,165"
"BEAULIEU-AV. CERT";"BE0003661726";"BEAB";"Euronext Brussels";"EUR";"130,35";"130,35";"130,35";"130,35";"10/03/2017 15:00";"CET";"820";"106887,00"
"BEFIMMO";"BE0003678894";"BEFB";"Euronext Brussels";"EUR";"50,61";"50,70";"50,40";"50,58";"10/03/2017 17:35";"CET";"35066";"1773186,73"
"BEKAERT";"BE0974258874";"BEKB";"Euronext Brussels";"EUR";"45,795";"45,96";"45,39";"45,57";"10/03/2017 17:35";"CET";"69201";"3156999,515"
"BELIER";"FR0000072399";"BELI";"Euronext Paris";"EUR";"40,65";"40,70";"40,46";"40,46";"10/03/2017 17:35";"CET";"1143";"46367,06"
"BELRECA";"BE0020575115";"BELR";"Euronext Brussels";"EUR";"97,51";"97,51";"97,51";"97,51";"17/01/2017 16:30";"CET";"112";"10921,12"
"BELUGA";"BE0003723377";"BELU";"Euronext Brussels";"EUR";"1,30";"1,30";"1,30";"1,30";"09/03/2017 11:30";"CET";"200";"260,00"
"BENETEAU";"FR0000035164";"BEN";"Euronext Paris";"EUR";"11,835";"11,835";"11,65";"11,69";"10/03/2017 17:35";"CET";"21055";"246524,75"
"BENFICA";"PTSLB0AM0010";"SLBEN";"Euronext Lisbon";"EUR";"1,051";"1,061";"1,049";"1,05";"10/03/2017 16:35";"GMT";"106258";"111617,443"
"BENI STABILI";"IT0001389631";"BNS";"Euronext Paris";"EUR";"0,57";"0,58";"0,57";"0,58";"10/03/2017 16:16";"CET";"16812";"9585,20"
"BERNARD LOISEAU";"FR0000066961";"ALDBL";"Alternext Paris";"EUR";"3,90";"3,90";"3,90";"3,90";"10/03/2017 15:30";"CET";"1";"3,90"
"BETER BED";"NL0000339703";"BBED";"Euronext Amsterdam";"EUR";"16,005";"16,02";"15,90";"15,90";"10/03/2017 17:35";"CET";"18101";"288566,85"
"BEVER HOLDING";"NL0000285278";"BEVER";"Euronext Amsterdam";"EUR";"2,80";"2,80";"2,80";"2,80";"07/03/2017 16:30";"CET";"26";"72,80"
"BIC";"FR0000120966";"BB";"Euronext Paris";"EUR";"114,80";"115,50";"114,05";"114,95";"10/03/2017 17:35";"CET";"78404";"9005247,45"
"BIGBEN INTERACTIVE";"FR0000074072";"BIG";"Euronext Paris";"EUR";"5,77";"5,93";"5,76";"5,89";"10/03/2017 17:35";"CET";"31571";"184204,15"
"BILENDI";"FR0004174233";"ALBLD";"Alternext Paris";"EUR";"7,08";"7,08";"7,01";"7,08";"10/03/2017 15:41";"CET";"301";"2114,21"
"BINCKBANK";"NL0000335578";"BINCK";"Euronext Amsterdam";"EUR";"5,251";"5,338";"5,22";"5,255";"10/03/2017 17:35";"CET";"210833";"1111663,111"
"BIOCARTIS";"BE0974281132";"BCART";"Euronext Brussels";"EUR";"10,135";"10,195";"10,05";"10,15";"10/03/2017 17:35";"CET";"30878";"312444,79"
"BIOCORP";"FR0012788065";"ALCOR";"Alternext Paris";"EUR";"9,32";"9,32";"9,32";"9,32";"10/03/2017 09:00";"CET";"1";"9,32"
"BIOMERIEUX";"FR0010096479";"BIM";"Euronext Paris";"EUR";"143,00";"144,65";"142,90";"144,20";"10/03/2017 17:36";"CET";"19785";"2846023,50"
"BIOPHYTIS";"FR0012816825";"ALBPS";"Alternext Paris";"EUR";"3,10";"3,16";"3,10";"3,10";"10/03/2017 17:29";"CET";"15626";"48815,14"
"BIOSYNEX";"FR0011005933";"ALBIO";"Alternext Paris";"EUR";"3,93";"4,09";"3,90";"4,09";"10/03/2017 17:27";"CET";"7190";"28598,99"
"BLEECKER";"FR0000062150";"BLEE";"Euronext Paris";"EUR";"84,60";"84,60";"84,60";"84,60";"09/03/2017 16:30";"CET";"8";"676,80"
"BLUE";"FR0011592104";"BLUE";"Euronext Paris";"EUR";"9,90";"10,07";"9,70";"9,71";"10/03/2017 17:35";"CET";"8149";"79661,47"
"BLUELINEA";"FR0011041011";"ALBLU";"Alternext Paris";"EUR";"6,53";"6,53";"6,48";"6,48";"10/03/2017 17:35";"CET";"579";"3765,62"
"BNP PARIBAS ACT.A";"FR0000131104";"BNP";"Euronext Paris";"EUR";"60,96";"62,24";"60,84";"61,86";"10/03/2017 17:35";"CET";"6413094";"396270919,11"
"BODY ONE";"FR0010106039";"MLONE";"Marché Libre Paris";"EUR";"0,36";"0,36";"0,36";"0,36";"10/03/2017 15:00";"CET";"1";"0,36"
"BOEING COMPANY";"US0970231058";"BOEI";"Traded not listed Amsterdam";"USD";"117,00";"117,00";"117,00";"117,00";"17/02/2016 11:30";"CET";"10";"1050,65"
"BOIRON";"FR0000061129";"BOI";"Euronext Paris";"EUR";"85,40";"85,40";"84,78";"84,78";"10/03/2017 17:35";"CET";"1285";"109259,35"
"BOLLORE";"FR0000039299";"BOL";"Euronext Paris";"EUR";"3,56";"3,605";"3,56";"3,56";"10/03/2017 17:35";"CET";"1226167";"4380979,434"
"BOLLORE NV";"FR0013201365";"BOLNV";"Euronext Paris";"EUR";"3,50";"3,50";"3,50";"3,50";"10/03/2017 17:00";"CET";"305";"1067,50"
"BONDUELLE";"FR0000063935";"BON";"Euronext Paris";"EUR";"29,60";"29,60";"29,00";"29,00";"10/03/2017 17:35";"CET";"21657";"632900,47"
"BONE THERAPEUTICS";"BE0974280126";"BOTHE";"Euronext Brussels, Paris";"EUR";"7,15";"7,15";"7,10";"7,14";"10/03/2017 17:35";"CET";"10165";"72415,498"
"BOSKALIS WESTMIN";"NL0000852580";"BOKA";"Euronext Amsterdam";"EUR";"33,60";"34,19";"33,60";"34,11";"10/03/2017 17:35";"CET";"825695";"28102698,555"
"BOURBON CORP.";"FR0004548873";"GBB";"Euronext Paris";"EUR";"12,50";"12,50";"12,16";"12,47";"10/03/2017 17:35";"CET";"34682";"426078,43"
"BOURSE DIRECT";"FR0000074254";"BSD";"Euronext Paris";"EUR";"1,73";"1,80";"1,73";"1,75";"10/03/2017 16:37";"CET";"15751";"28064,30"
"BOUSSARD GAVAUD C";"GG00B1XFMJ13";"BGHLC";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BOUSSARD GAVAUDAN";"GG00B1FQG453";"BGHL";"Euronext Amsterdam";"EUR";"18,10";"18,17";"18,10";"18,15";"10/03/2017 16:53";"CET";"6319";"114617,07"
"BOUSSARD GHL GBP";"GG00B39VMM07";"BGHS";"Euronext Amsterdam";"GBP";"10,00";"10,00";"10,00";"10,00";"21/12/2010 11:50";"CET";"188";"1880,00"
"BOUYGUES";"FR0000120503";"EN";"Euronext Paris";"EUR";"37,60";"37,96";"37,53";"37,915";"10/03/2017 17:35";"CET";"646144";"24450550,005"
"BOUYGUES NV";"FR0013217361";"ENNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BPOST";"BE0974268972";"BPOST";"Euronext Brussels";"EUR";"23,095";"23,10";"22,945";"22,965";"10/03/2017 17:35";"CET";"297546";"6842857,19"
"BPP CLASS A";"BMG166341005";"BPPA";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BPP CLASS B";"BMG166341187";"BPPB";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BQUE NAT. BELGIQUE";"BE0003008019";"BNB";"Euronext Brussels";"EUR";"2915,00";"2951,00";"2915,00";"2940,00";"10/03/2017 17:28";"CET";"82";"240356,75"
"BRAS.OUEST AFRIC.";"SN0008626971";"BOAF";"Euronext Paris";"EUR";"651,00";"651,00";"651,00";"651,00";"13/02/2017 11:30";"CET";"2";"1302,00"
"BRASSERIE CAMEROUN";"CM0000035113";"BCAM";"Euronext Paris";"EUR";"120,01";"120,01";"120,01";"120,01";"21/02/2017 11:30";"CET";"25";"3000,25"
"BREDERODE";"LU1068091351";"BREB";"Euronext Brussels";"EUR";"46,00";"46,66";"45,99";"46,66";"10/03/2017 17:00";"CET";"4280";"197663,31"
"BRICO DISTRIB";"FR0013110053";"MLBRI";"Marché Libre Paris";"EUR";"7,84";"7,84";"7,84";"7,84";"03/02/2017 15:00";"CET";"10";"78,40"
"BRICORAMA";"FR0000054421";"ALBRI";"Alternext Paris";"EUR";"38,01";"38,01";"38,01";"38,01";"10/03/2017 15:30";"CET";"1";"38,01"
"BRILL KON";"NL0000442523";"BRILL";"Euronext Amsterdam";"EUR";"28,82";"29,99";"28,515";"28,515";"10/03/2017 17:28";"CET";"2118";"62664,625"
"BROKERSCLUB AG";"CH0139322835";"MLBRO";"Marché Libre Paris";"EUR";"0,04";"0,04";"0,04";"0,04";"14/09/2016 15:00";"CET";"16492";"659,68"
"BROOKFIELD ASSET M";"CA1125851040";"BAMA";"Euronext Amsterdam";"EUR";"29,80";"29,80";"29,80";"29,80";"23/07/2014 17:35";"CET";"450";"13410,00"
"BRUNEL INTERNAT";"NL0010776944";"BRNL";"Euronext Amsterdam";"EUR";"15,095";"15,26";"15,045";"15,155";"10/03/2017 17:35";"CET";"87223";"1320586,075"
"BTG GDS-APN";"US05890C2044";"BTGA";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BTG GDS-CS";"US05890C1053";"BTGB";"Euronext Amsterdam";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BTG-BPP EUR UNIT";"US05890C3034";"BTGP";"Euronext Amsterdam";"EUR";"12,60";"12,75";"12,60";"12,75";"26/04/2012 17:35";"CET";"37";"468,75"
"BUDGET TELECOM";"FR0004172450";"ALBUD";"Alternext Paris";"EUR";"5,44";"5,51";"5,28";"5,37";"10/03/2017 17:35";"CET";"74218";"399240,38"
"BUREAU VERITAS";"FR0006174348";"BVI";"Euronext Paris";"EUR";"17,88";"18,04";"17,82";"17,895";"10/03/2017 17:35";"CET";"523650";"9388266,295"
"BUREAU VERITAS NV";"FR0013222916";"BVINV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"BURELLE";"FR0000061137";"BUR";"Euronext Paris";"EUR";"1131,05";"1149,90";"1130,00";"1149,90";"10/03/2017 17:05";"CET";"61";"69565,30"
"BUSINESS ET DECIS.";"FR0000078958";"BND";"Euronext Paris";"EUR";"7,74";"7,85";"7,66";"7,82";"10/03/2017 17:35";"CET";"5735";"44649,70"
"CA TOULOUSE 31 CCI";"FR0000045544";"CAT31";"Euronext Paris";"EUR";"99,68";"99,80";"99,67";"99,67";"10/03/2017 17:35";"CET";"313";"31206,74"
"CAFOM";"FR0010151589";"CAFO";"Euronext Paris";"EUR";"7,10";"7,15";"7,00";"7,00";"10/03/2017 13:57";"CET";"528";"3701,84"
"CAIRE";"FR0010781377";"MLAAE";"Marché Libre Paris";"EUR";"6,49";"6,49";"6,49";"6,49";"28/02/2017 15:00";"CET";"1";"6,49"
"CAMBODGE NOM.";"FR0000079659";"CBDG";"Euronext Paris";"EUR";"6750,00";"6750,00";"6750,00";"6750,00";"10/03/2017 16:30";"CET";"1";"6750,00"
"CAMPINE";"BE0003825420";"CAMB";"Euronext Brussels";"EUR";"14,00";"14,00";"14,00";"14,00";"10/03/2017 11:30";"CET";"200";"2800,00"
"CANDELA INVEST";"BE0974298300";"CAND";"Alternext Brussels";"EUR";"7,15";"7,15";"7,15";"7,15";"10/03/2017 15:30";"CET";"180";"1287,00"
"CAP GEMINI";"FR0000125338";"CAP";"Euronext Paris";"EUR";"83,19";"83,68";"82,78";"82,85";"10/03/2017 17:35";"CET";"492998";"40946822,63"
"CAPELLI";"FR0012969095";"CAPLI";"Euronext Paris";"EUR";"25,09";"25,38";"24,82";"25,20";"10/03/2017 17:35";"CET";"1015";"25452,26"
"CARBIOS";"FR0011648716";"ALCRB";"Alternext Paris";"EUR";"7,18";"7,19";"7,04";"7,04";"10/03/2017 17:26";"CET";"6078";"43505,90"
"CARDETY";"FR0010828137";"CARD";"Euronext Paris";"EUR";"27,56";"27,76";"27,56";"27,76";"10/03/2017 16:30";"CET";"423";"11682,28"
"CARE PROPERTY INV.";"BE0974273055";"CPINV";"Euronext Brussels";"EUR";"20,40";"20,40";"20,255";"20,26";"10/03/2017 17:35";"CET";"4169";"84726,32"
"CARMAT";"FR0010907956";"ALCAR";"Alternext Paris";"EUR";"27,15";"27,33";"26,74";"26,92";"10/03/2017 17:35";"CET";"6998";"189141,77"
"CARPINIENNE PART.";"FR0000064156";"CARP";"Euronext Paris";"EUR";"52,85";"52,85";"52,85";"52,85";"03/03/2017 11:30";"CET";"15";"792,75"
"CARREFOUR";"FR0000120172";"CA";"Euronext Paris";"EUR";"21,80";"21,80";"21,50";"21,565";"10/03/2017 17:36";"CET";"4924355";"106265028,17"
"CASINO GUICHARD";"FR0000125585";"CO";"Euronext Paris";"EUR";"49,00";"49,70";"48,855";"49,43";"10/03/2017 17:36";"CET";"359692";"17777125,28"
"CAST";"FR0000072894";"CAS";"Euronext Paris";"EUR";"3,51";"3,52";"3,45";"3,52";"10/03/2017 17:14";"CET";"5056";"17479,76"
"CATANA GROUP";"FR0010193052";"CATG";"Euronext Paris";"EUR";"0,94";"0,95";"0,93";"0,95";"10/03/2017 17:35";"CET";"15001";"14099,44"
"CATERING INTL SCES";"FR0000064446";"CTRG";"Euronext Paris";"EUR";"17,40";"17,40";"17,25";"17,35";"10/03/2017 17:35";"CET";"3249";"56256,40"
"CATERPILLAR INC";"US1491231015";"CATR";"Euronext Paris";"EUR";"88,99";"88,99";"88,99";"88,99";"06/03/2017 15:54";"CET";"16";"1423,84"
"CBO TERRITORIA";"FR0010193979";"CBOT";"Euronext Paris";"EUR";"3,56";"3,61";"3,56";"3,61";"10/03/2017 17:18";"CET";"17047";"60940,79"
"CCA INTERNATIONAL";"FR0000078339";"CCA";"Euronext Paris";"EUR";"5,47";"5,47";"5,47";"5,47";"13/01/2017 11:30";"CET";"71";"388,37"
"CECURITY.COM";"FR0010717579";"MLCEC";"Marché Libre Paris";"EUR";"0,48";"0,48";"0,48";"0,48";"16/02/2017 15:00";"CET";"9855";"4730,40"
"CEGEDIM";"FR0000053506";"CGM";"Euronext Paris";"EUR";"27,95";"27,95";"25,75";"26,16";"10/03/2017 17:35";"CET";"4752";"129409,09"
"CEGEREAL";"FR0010309096";"CGR";"Euronext Paris";"EUR";"37,09";"37,09";"36,84";"37,00";"10/03/2017 17:35";"CET";"118";"4356,09"
"CEGID GROUP";"FR0000124703";"CGD";"Euronext Paris";"EUR";"74,14";"74,14";"74,14";"74,14";"10/03/2017 12:23";"CET";"30";"2224,20"
"CEGIDBAAR1NOV2017";"FR0010928093";"CGDBA";"Euronext Paris";"EUR";"34,01";"34,01";"34,01";"34,01";"03/10/2016 09:50";"CET";"1";"34,01"
"CEGIDBAAR2NOV2018";"FR0010928119";"CGDBB";"Euronext Paris";"EUR";"41,00";"41,00";"41,00";"41,00";"02/03/2017 16:54";"CET";"50";"2050,00"
"CELLECTIS";"FR0010425595";"ALCLS";"Alternext Paris";"EUR";"21,77";"21,98";"21,50";"21,89";"10/03/2017 17:35";"CET";"76322";"1664051,10"
"CELLNOVO";"FR0012633360";"CLNV";"Euronext Paris";"EUR";"5,65";"5,72";"5,61";"5,65";"10/03/2017 17:35";"CET";"20111";"114000,07"
"CELYAD";"BE0974260896";"CYAD";"Euronext Brussels, Paris";"EUR";"20,745";"21,00";"20,53";"20,735";"10/03/2017 17:35";"CET";"15607";"325049,185"
"CENERGY";"BE0974303357";"CENER";"Euronext Brussels";"EUR";"0,90";"0,908";"0,90";"0,908";"06/03/2017 14:55";"CET";"7000";"6320,00"
"CERENIS";"FR0012616852";"CEREN";"Euronext Paris";"EUR";"1,94";"2,22";"1,91";"2,08";"10/03/2017 17:36";"CET";"1225343";"2547961,57"
"CERINNOV GROUP";"FR0013178712";"ALPCV";"Alternext Paris";"EUR";"11,19";"11,19";"10,95";"11,10";"10/03/2017 16:47";"CET";"10103";"112328,06"
"CESAR";"FR0010540997";"ALCES";"Alternext Paris";"EUR";"0,03";"0,03";"0,03";"0,03";"10/03/2017 15:30";"CET";"25000";"750,00"
"CFE";"BE0003883031";"CFEB";"Euronext Brussels";"EUR";"123,70";"126,00";"123,40";"126,00";"10/03/2017 17:36";"CET";"32375";"4060468,65"
"CFI";"FR0000037475";"CFI";"Euronext Paris";"EUR";"1,69";"1,69";"1,69";"1,69";"01/03/2017 11:30";"CET";"230";"388,70"
"CFM INDOSUEZWEALTH";"MC0010000826";"MLCFM";"Marché Libre Paris";"EUR";"970,00";"970,00";"970,00";"970,00";"08/03/2017 15:00";"CET";"4";"3880,00"
"CGG";"FR0013181864";"CGG";"Euronext Paris";"EUR";"6,80";"6,92";"6,74";"6,76";"10/03/2017 17:35";"CET";"524771";"3581703,43"
"CH.FER DEPARTEMENT";"FR0000037871";"MLCFD";"Marché Libre Paris";"EUR";"623,50";"623,50";"623,50";"623,50";"27/02/2017 15:00";"CET";"3";"1870,50"
"CH.FER VAR GARD N.";"FR0000051567";"MLCVG";"Marché Libre Paris";"EUR";"4250,00";"4250,00";"4250,00";"4250,00";"27/01/2017 15:00";"CET";"1";"4250,00"
"CHARGEURS";"FR0000130692";"CRI";"Euronext Paris";"EUR";"20,13";"20,68";"20,10";"20,21";"10/03/2017 17:35";"CET";"79545";"1626598,22"
"CHAUF.URB.";"FR0000052896";"CHAU";"Euronext Paris";"EUR";"95,01";"96,97";"95,01";"96,97";"10/03/2017 16:48";"CET";"173";"16669,97"
"CHAUSSERIA";"FR0000060907";"CHSR";"Euronext Paris";"EUR";"11,50";"11,50";"11,50";"11,50";"01/03/2017 11:30";"CET";"300";"3450,00"
"CHEMTURA";"US1638932095";"CHMT";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"CHEOPS TECHNOLOGY";"FR0010447086";"MLCHE";"Marché Libre Paris";"EUR";"25,25";"25,25";"25,25";"25,25";"09/03/2017 15:00";"CET";"131";"3307,75"
"CHEVRON";"US1667641005";"CHTEX";"Traded not listed Amsterdam";"USD";"112,82";"113,69";"112,82";"113,69";"03/03/2017 16:30";"CET";"500";"53599,19"
"CHINA FOREST";"HK0000049327";"MLCFI";"Marché Libre Paris";"EUR";"17,60";"17,60";"17,60";"17,60";"19/09/2012 15:00";"CET";"8";"140,80"
"CHINA SUPER POWER";"HK0000043510";"MLCSP";"Marché Libre Paris";"EUR";"0,02";"0,02";"0,02";"0,02";"06/09/2016 15:00";"CET";"500";"10,00"
"CHRISTIAN DIOR";"FR0000130403";"CDI";"Euronext Paris";"EUR";"206,00";"207,20";"205,35";"206,25";"10/03/2017 17:35";"CET";"52684";"10869230,35"
"CHRISTIAN POTIER";"FR0000079477";"MLCHP";"Marché Libre Paris";"EUR";"1,30";"1,30";"1,30";"1,30";"24/05/2016 15:00";"CET";"136";"176,80"
"CIBOX INTER A CTIV";"FR0000054322";"CIB";"Euronext Paris";"EUR";"0,10";"0,11";"0,10";"0,11";"10/03/2017 16:55";"CET";"14710";"1471,40"
"CIC";"FR0005025004";"CC";"Euronext Paris";"EUR";"182,90";"182,90";"180,15";"182,35";"10/03/2017 17:35";"CET";"217";"39591,80"
"CIE BOIS SAUVAGE";"BE0003592038";"COMB";"Euronext Brussels";"EUR";"330,40";"330,50";"328,40";"330,40";"10/03/2017 17:35";"CET";"64";"21132,00"
"CIE DU MONT BLANC";"FR0000060428";"MLCMB";"Marché Libre Paris";"EUR";"134,99";"134,99";"134,99";"134,99";"10/03/2017 15:00";"CET";"21";"2834,79"
"CIMPOR,SGPS";"PTCPR0AM0003";"CPR";"Euronext Lisbon";"EUR";"0,40";"0,424";"0,40";"0,42";"10/03/2017 16:35";"GMT";"42520";"17657,927"
"CIOA";"FR0012384907";"MLCIO";"Marché Libre Paris";"EUR";"9,00";"9,00";"9,00";"9,00";"09/03/2017 15:00";"CET";"220";"1980,00"
"CIPAN";"PTCPN0AE0002";"CPN";"Easynext Lisbon";"EUR";"0,14";"0,14";"0,14";"0,14";"08/03/2017 15:30";"GMT";"161";"22,54"
"CISCO SYSTEM INC";"US17275R1023";"CIS";"Traded not listed Amsterdam";"USD";"33,80";"33,80";"33,80";"33,80";"07/03/2017 09:31";"CET";"150";"4793,87"
"CJS PLV";"FR0000074361";"MLCJS";"Marché Libre Paris";"EUR";"4,81";"4,81";"4,81";"4,81";"20/01/2012 15:00";"CET";"1";"4,81"
"CLASQUIN";"FR0004152882";"ALCLA";"Alternext Paris";"EUR";"29,05";"29,20";"29,00";"29,20";"10/03/2017 17:35";"CET";"2773";"80726,04"
"CNIM CONSTR.FRF 10";"FR0000053399";"COM";"Euronext Paris";"EUR";"118,49";"128,98";"118,49";"128,98";"10/03/2017 17:35";"CET";"3559";"437978,13"
"CNOVA";"NL0010949392";"CNV";"Euronext Paris";"EUR";"4,98";"4,98";"4,98";"4,98";"10/03/2017 09:00";"CET";"1";"4,98"
"CNP ASSURANCES";"FR0000120222";"CNP";"Euronext Paris";"EUR";"18,45";"18,65";"18,395";"18,515";"10/03/2017 17:35";"CET";"438410";"8125045,335"
"CO.BR.HA";"BE0003519270";"COBH";"Alternext Brussels";"EUR";"2855,01";"2855,01";"2855,01";"2855,01";"09/03/2017 15:30";"CET";"15";"42825,15"
"COCA-COLA EUROPEAN";"GB00BDCPN049";"CCE";"Euronext Amsterdam, London";"EUR";"33,46";"33,655";"33,415";"33,47";"10/03/2017 17:35";"CET";"48898";"1638936,935"
"COFACE";"FR0010667147";"COFA";"Euronext Paris";"EUR";"7,25";"7,33";"7,22";"7,27";"10/03/2017 17:35";"CET";"45948";"334604,72"
"COFIDUR";"FR0000054629";"ALCOF";"Alternext Paris";"EUR";"2,00";"2,03";"1,99";"2,03";"10/03/2017 17:21";"CET";"4842";"9676,94"
"COFINA,SGPS";"PTCFN0AE0003";"CFN";"Euronext Lisbon";"EUR";"0,267";"0,273";"0,26";"0,267";"10/03/2017 16:35";"GMT";"133783";"35875,357"
"COFINIMMO";"BE0003593044";"COFB";"Euronext Brussels";"EUR";"104,75";"104,75";"103,35";"103,55";"10/03/2017 17:35";"CET";"33216";"3443254,20"
"COFINIMMO PRIV1";"BE0003811289";"COFP1";"Euronext Brussels";"EUR";"128,53333";"128,53333";"128,53333";"128,53333";"01/08/2016 11:30";"CET";"15";"2032,00"
"COFINIMMO PRIV2";"BE0003813301";"COFP2";"Euronext Brussels";"EUR";"99,50";"99,50";"99,50";"99,50";"22/02/2017 16:30";"CET";"8";"796,00"
"COGIFRANCE";"FR0005516804";"MLCOI";"Marché Libre Paris";"EUR";"590,50";"-";"-";"590,50";"05/04/2007 00:00";"CET";"-";"-"
"COGRA";"FR0011071570";"ALCOG";"Alternext Paris";"EUR";"5,79";"5,86";"5,73";"5,86";"10/03/2017 17:35";"CET";"590";"3406,03"
"COGRA 48 BSAR";"FR0013220530";"COGBS";"Alternext Paris";"EUR";"0,06";"0,06";"0,06";"0,06";"10/03/2017 10:23";"CET";"4000";"240,00"
"COHERIS";"FR0004031763";"COH";"Euronext Paris";"EUR";"3,13";"3,17";"3,13";"3,14";"10/03/2017 17:35";"CET";"58623";"184647,95"
"COIL";"BE0160342011";"ALCOI";"Alternext Paris";"EUR";"24,19";"24,87";"23,51";"24,84";"10/03/2017 17:35";"CET";"12828";"307953,09"
"COLAS";"FR0000121634";"RE";"Euronext Paris";"EUR";"156,75";"157,00";"155,50";"156,50";"10/03/2017 17:35";"CET";"1347";"210573,90"
"COLIPAYS";"FR0010959684";"MLCLP";"Marché Libre Paris";"EUR";"0,65";"0,65";"0,65";"0,65";"10/03/2017 15:00";"CET";"132";"85,80"
"COLRUYT";"BE0974256852";"COLR";"Euronext Brussels";"EUR";"45,00";"45,57";"45,00";"45,315";"10/03/2017 17:35";"CET";"165176";"7492026,29"
"COMPTA";"PTCOM0AE0007";"COMAE";"Euronext Lisbon";"EUR";"0,11";"0,11";"0,11";"0,11";"10/02/2017 15:30";"GMT";"17500";"1925,00"
"CONCEPT TRADITION";"FR0011374479";"MLCET";"Marché Libre Paris";"EUR";"0,06";"0,06";"0,06";"0,06";"16/12/2015 15:00";"CET";"300";"18,00"
"CONCOURSMANIA";"FR0011038348";"ALGCM";"Alternext Paris";"EUR";"3,80";"3,80";"3,70";"3,70";"10/03/2017 14:48";"CET";"1600";"5950,00"
"CONDOR INTERNAT";"BE6252013725";"MLMFI";"Marché Libre Paris";"EUR";"18,00";"18,00";"18,00";"18,00";"08/03/2017 15:00";"CET";"300";"5400,00"
"CONDURIL";"PTCDU0AE0003";"CDU";"Easynext Lisbon";"EUR";"36,00";"36,00";"36,00";"36,00";"10/03/2017 15:30";"GMT";"50";"1800,00"
"CONNECT GROUP";"BE0003786036";"CONN";"Euronext Brussels";"EUR";"1,049";"1,049";"0,991";"1,047";"10/03/2017 17:22";"CET";"30012";"30615,36"
"CONSORT NT";"FR0000077828";"MLCNT";"Marché Libre Paris";"EUR";"16,21";"16,21";"16,21";"16,21";"30/11/2016 15:00";"CET";"180";"2917,80"
"CONSTELLIUM";"NL0010489522";"CSTM";"Euronext Paris";"EUR";"5,91";"5,91";"5,91";"5,91";"10/03/2017 17:08";"CET";"44";"260,04"
"CONSULT VOYAGES";"FR0010968842";"MLCSV";"Marché Libre Paris";"EUR";"14,00";"14,00";"14,00";"14,00";"08/11/2013 15:00";"CET";"1";"14,00"
"COPAM";"PTCPA0AP0006";"CPA";"Easynext Lisbon";"EUR";"27,96";"27,96";"27,96";"27,96";"10/07/2015 09:30";"GMT";"25";"699,00"
"CORBION";"NL0010583399";"CRBN";"Euronext Amsterdam";"EUR";"24,155";"24,235";"23,945";"24,18";"10/03/2017 17:35";"CET";"126144";"3043819,665"
"CORE LABORATORIES";"NL0000200384";"CLB";"Euronext Amsterdam";"EUR";"105,00";"105,00";"105,00";"105,00";"10/03/2017 15:35";"CET";"23";"2415,00"
"COREP LIGHTING";"FR0010035816";"MLCOR";"Marché Libre Paris";"EUR";"10,00";"10,00";"10,00";"10,00";"03/02/2017 15:00";"CET";"35";"350,00"
"CORTICEIRA AMORIM";"PTCOR0AE0006";"COR";"Euronext Lisbon";"EUR";"9,95";"9,95";"9,831";"9,861";"10/03/2017 16:35";"GMT";"46755";"461970,964"
"COURBET";"FR0004998318";"MLCOU";"Marché Libre Paris";"EUR";"1,43";"1,43";"1,43";"1,43";"16/02/2017 15:00";"CET";"30";"42,90"
"COURBET AM.";"FR0004998326";"CRBT";"Marché Libre Paris";"EUR";"0,98";"0,98";"0,98";"0,98";"27/10/2016 15:30";"CET";"1";"0,98"
"COURTOIS";"FR0000065393";"COUR";"Euronext Paris";"EUR";"101,10";"101,10";"101,10";"101,10";"10/03/2017 11:30";"CET";"11";"1112,10"
"CRCAM ALP.PROV.CCI";"FR0000044323";"CRAP";"Euronext Paris";"EUR";"85,76";"86,59";"85,76";"86,40";"10/03/2017 14:16";"CET";"222";"19105,11"
"CRCAM ATL.VEND.CCI";"FR0000185506";"CRAV";"Euronext Paris";"EUR";"108,00";"108,98";"107,50";"108,98";"10/03/2017 14:08";"CET";"332";"35879,68"
"CRCAM BRIE PIC2CCI";"FR0010483768";"CRBP2";"Euronext Paris";"EUR";"25,81";"26,04";"25,75";"25,75";"10/03/2017 17:35";"CET";"6151";"159166,22"
"CRCAM ILLE-VIL.CCI";"FR0000045213";"CIV";"Euronext Paris";"EUR";"76,75";"77,00";"76,75";"77,00";"10/03/2017 17:28";"CET";"47";"3607,50"
